razao_social;nome_fantasia;cnpj_cpf;cep;endereco;bairro;numero;complemento;cidade;estado;inscricao_estadual;telefone;celular;contato;email;observacao;site
TSM 4214 VMF RESTAURANTE LTDA - EPP;GIRAFFAS;20801503000173;69055-038;AVENIDA DJALMA BATISTA;PARQUE 10 DE NOVEMBRO;2100;LJ 207/208;MANAUS;AM;05362124-7;(0092) 8204-0809;(0092) 3659-3948;DOUGLAS;AMARILDOGOMES.C@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=20.801.503/0001-73">gts</a><br>; 
TSM 4217 MINISTERIO PUBLICO DA UNIAO;PROCURADORIA DA REPUBLICA NO ESTADO DO AMAZONAS;26989715000889;69060-020;AVENIDA EPHIGÊNIO SALLES;ALEIXO;1570;;MANAUS;AM;ISENTO;(0092) 3611-4357;;DANIEL;DANIELNASCIMENTO@MPF.MP.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=26.989.715/0008-89">gts</a><br>; 
TSM 4220 TERNI ENGENHARIA LTDA;TERNI ENGENHARIA LTDA;67632133000313;69005-160;AVENIDA EDUARDO RIBEIRO;CENTRO;520;3° ANDAR;MANAUS;AM;ISENTO;(0092) 9106-8144;(0092) 3213-8403;JACKSOM;JACKSON.BARROS@TERRENIENG.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=67.632.133/0003-13">gts</a><br>; 
TSM 4223 J P JUNGLKAUS - ME;MERCADINHO PIU-PIU;06328381000119;69250-000;RUA CAMBIXI;CENTRO;123;;CAREIRO;AM;04212461-1;(0092) 9210-4503;;JACSON;JACSON-JUNGLKAUS@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=06.328.381/0001-19">gts</a><br>; 
TSM 4226 CONSELHO REGIONAL DE ADMINISTRACAO DO AMAZONAS;CRA-AM;14189856000161;69020-170;RUA APURINÃ;PRACA 14;71;;MANAUS;AM;ISENTO;(0092) 8429-9096;(0092) 3303-7104;INACIO;;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=14.189.856/0001-61">gts</a><br>; 
TSM 4229 ALVES LIRA LTDA;LOJAS LIRA;05828884000190;69010-010;RUA HENRIQUE MARTINS;CENTRO;396;;MANAUS;AM;04163665-1;(0092) 2121-0212;;SAYMON;SAYMON@LIVRARIALIRA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.828.884/0001-90">gts</a><br>; 
TSM 4232 DENYS DANTYAS & LOPES ADVOGADOS ASSOCIADOS;DD&L ADVOGADOS ASSOCIADOS;03537048000121;69053-100;RUA RIO IÇA;VIEIRALVES;480;3 ANDAR;MANAUS;AM;ISENTO;(0092) 3633-1910;(0092) 8129-2829;MARCELA VIANA;ADMINISTRATIVO@DDL.ADV.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.537.048/0001-21">gts</a><br>; 
TSM 4235 LEONTECH COMERCIO E LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA - ME;LEONTECH EQUIPAMENTOS;84469824000103;69049-107;AVENIDA DESEMBARGADOR PAULO JACOB;PAZ;301;;MANAUS;AM;04124112-6;(0092) 3652-0333;(0092) 9503-6246;DIRCEU;ADMINISTRACAO@LEONTECH.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=84.469.824/0001-03">gts</a><br>; 
TSM 4238 INSTITUTO CAL-COMP DE PESQUISA E INOVACAO TECNOLOGICA DA AMAZONIA;CAL COMP;21640591000131;69041-025;AVENIDA TORQUATO TAPAJÓS;TARUMÃ;7503;GALPAO 2;MANAUS;AM;ISENTO;(0092) 8149-0184;;LILIAN;LILIAN_OLIVEIRA@CAL-COMP.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=21.640.591/0001-31">gts</a><br>; 
TSM 4241 COMPANHIA DE GAS DO AMAZONAS - CIGAS;CIGAS;00624964000100;69058-830;AVENIDA TORQUATO TAPAJÓS;FLORES;6100;;MANAUS;AM;041032039;(0092) 3303-5594;;SHEILENE;SHEILENE.GOMES@CIGAS-AM.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=00.624.964/0001-00">gts</a><br>; 
TSM 4244 POLO MODAS LTDA - ME;MILANO MODAS;05199796000177;69010-001;AVENIDA EDUARDO RIBEIRO;CENTRO;165;;MANAUS;AM;041529995;(0092) 9202-0088;;CHADY;MILANO.KARIM@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.199.796/0001-77">gts</a><br>; 
TSM 4247 ARV ENGENHARIA LTDA - EPP;ARV ENGENHARIA;11318773000137;69036-530;RUA RIO TAPI;SANTO AGOSTINHO;375;SL 5;MANAUS;AM;042962714;(0092)9291-4201;;LETICIA;ARV.AM@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.318.773/0001-37">gts</a><br>; 
TSM 4250 BRITAMAZON INDÚSTRIA COMERCIO E MINERACAO LTDA;BRITAMAZON;07059909000164;69025-000;RUA COMENDADOR CLEMENTINO;CENTRO;183;SALA 05;MANAUS;AM;04.213.206-1;(0092) 8415-8660;(0092) 9392-8377;(092) 2101 5800;ASSIS@BRITAMAZON.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.059.909/0001-64">gts</a><br>; 
TSM 4253 NIPPON SEIKI DO BRASIL LTDA;NIPPON SEIKIBR;05213262000158;69075-215;RUA PALMEIRA DO MIRITI;DISTRITO INDUSTRIAL I;121;;MANAUS;AM;06300015-6;(0092) 2121-8919;(0092) 8193-4727;ERIC;ERIC.ROCHA@NIPPON-SEIKIBR.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.213.262/0001-58">gts</a><br>; 
TSM 4256 IGREJA EVANGELICA ASSEMBLEIA DE DEUS;IGREJA EVANGELICA ASSEMBLEIA DE DEUS;04326042000178;69020-141;AVENIDA DUQUE DE CAXIAS;PRAÇA 14 DE JANEIRO;;;MANAUS;AM;ISENTO;;;MIRCEA;DP.ADTRADICIONAL@HOTMAIL.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.326.042/0001-78">gts</a><br>; 
TSM 4259 FRANKLIN MELO DE CUNHA ME;W Q I S INFORMATICA;03583910000132;69010-250;AV FLORIANO PEIXOTO;CENTRO;215;;MANAUS;AM;0500019910;;;FRANKLIN;FRANKLIN.CUNHA@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.583.910/0001-32">gts</a><br>; 
TSM 4262 ALIANCA COMERCIO DE ALIMENTOS LTDA;DISTRIBUIDORA LETICIA;11050984000131;69088-000;AVENIDA BRIGADEIRO HILÁRIO GURJÃO;JORGE TEIXEIRA;796;;MANAUS;AM;;;;MARCOS;MARCOSADM.SILVA@OUTLOOK.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.050.984/0001-31">gts</a><br>; 
TSM 4265 CONSELHO REGIONAL DE EDUCACAO FISICA;CREF8/AM;03816805000104;69025-010;RUA FERREIRA PENA;CENTRO;118;SL 202;MANAUS;AM;;(0092) 9114-3873;;INGRA/JEAN;INGRA@CREF8.ORG.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.816.805/0001-04">gts</a><br>; 
TSM 4268 ESPECIALISTA CONSTRUCOES CIVIL LTDA;ESPECIALISTA CONSTRUCOES;04296697000140;69057-060;RUA BELO HORIZONTE;ADRIANÓPOLIS;19;;MANAUS;AM;ISENTO;;;DENIZE;DRACHID@IG.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.296.697/0001-40">gts</a><br>; 
TSM 4271 CENTRO DE INTEGRACAO EMPRESA ESCOLA - CIEE;CIEE;61600839001470;69053-270;RUA JOÃO ALFREDO;SÃO GERALDO;453;;MANAUS;AM;ISENTO;(0092) 8111-0045;;DIEGO;;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=61.600.839/0014-70">gts</a><br>; 
TSM 4274 UNIODONTO MANAUS COOPERATIVA ODONTOLOGICA LTDA;INIODONTO DE MANAUS;23031479000129;69010-170;AVENIDA LEONARDO MALCHER;CENTRO;598;;MANAUS;AM;ISENTO;;;ROBERT;COMPRAS@INIODONTOMAO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=23.031.479/0001-29">gts</a><br>; 
TSM 4277 MARTINS E OLIVEIRA CONSTRUÇÕES LTDA-ME;MARTINS E OLIVEIRA CONSTRUÇÕES;20672035000184;69058-040;RUA MARQUÊS DE MONTE ALEGRE;FLORES;3259;;MANAUS;AM;ISENTO;;;CARLA;CARLASOUZA05@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=20.672.035/0001-84">gts</a><br>; 
TSM 4280 COELMATIC LTDA;COEL;05156224000100;69075-482;AV. DOS OITIS;DISTRITO;505;;;XX;063002981;;;SAMUEL;SAMUEL.MELLO@COEL.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.156.224/0001-00">gts</a><br>; 
TSM 4283 K A CARGA E DESCARGA LTDA - ME;KW LOCACAO DE MAO DE OBRA;02790294000128;69065-140;RUA GENERAL GLICÉRIO;CACHOEIRINHA;819;;MANAUS;AM;;;;VIVIAM;KW.OPERACIONAL@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.790.294/0001-28">gts</a><br>; 
TSM 4286 FRANDERSON DE ALMEIDA ROCHA;SOLUC SEGURANCA ELETRONICA;13686469000178;69082-452;RUA AMERICANA;COROADO;43;;MANAUS;AM;;(0092) 9204-8141;;FRANDERSON;DERSON_AR@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=13.686.469/0001-78">gts</a><br>; 
TSM 4289 HOTEL SAFARI LTDA-EPP;HOTEL SAFARI;07352410000140;69010-001;AVENIDA EDUARDO RIBEIRO;CENTRO;926;;MANAUS;AM;ISENTO;(0092) 3233-2266;;ROBSON;INFOR@HOTELSAFARIMANAUS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.352.410/0001-40">gts</a><br>; 
TSM 4292 BRUDDEN DA AMAZONIA LTDA;BRUDDEN DA AMAZONIA LTDA;03976141000132;69075-155;AVENIDA AUTAZ MIRIM;DISTRITO INDUSTRIAL I;115;;MANAUS;AM;062000446;;;;MANAUSBRUDDEN.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.976.141/0001-32">gts</a><br>; 
TSM 4295 FUNDACAO UNIVERSIDADE DO AMAZONAS;UFAM-FACULDADE DE ODOTONLOGIA;04378626000197;69025-050;RUA AYRÃO;PRESIDENTE VARGAS;1539;;MANAUS;AM;ISENTO;(0092) 9142-2482;(0092) 9601-4077;ROZILENE;ROZILENEOLIVEIRA@IG.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.378.626/0001-97">gts</a><br>; 
TSM 4298 S C B CABRAL;KUMON PAQEQUE DO MINDU;11718476000189;69055-021;AVENIDA GRANDE OTELO;PARQUE 10 DE NOVEMBRO;1288;;MANAUS;AM;ISENTO;;;CELLY;KUMON@KUMONMINDU.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.718.476/0001-89">gts</a><br>; 
TSM 4301 SINDICATO DOS TRABALHADORES EM EDUCAÇÃO DO ESTADO DO AMAZONAS;SINTEAM;04665089000166;69010-060;RUA 10 DE JULHO;CENTRO;307;;MANAUS;AM;ISENTO;(0092) 8157-3873;(0092) 3233-7004;GISELLE;GISELLESANTOS_BARBOSA@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.665.089/0001-66">gts</a><br>; 
TSM 4304 RSR COMERCIO DE VEICULOS LTDA - ME;REZENDE VEICULOS;10559871000101;69037-473;AVENIDA CORONEL TEIXEIRA;NOVA ESPERANÇA;8115;;MANAUS;AM;04291868-5;(0092) 3656-4371;(0092) 9105-7721;ELIELSON;CPD@REZENDEVEICULOS.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=10.559.871/0001-01">gts</a><br>; 
TSM 4307 D P INDUSTRIA DE ETIQUETAS LTDA - EPP;D P INDUSTRIA DE ETIQUETAS;04812534000173;69065-020;AVENIDA TEFÉ;CACHOEIRINHA;270;;MANAUS;AM;063002400;;;DAYSE;DAYSE@DOETIQUETAS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.812.534/0001-73">gts</a><br>; 
TSM 4310 ATALIBA COMERCIO DE PECAS E REPARACAO DE VEICULOS LTDA;ATALIBA MECANICA;00525528000184;69079-020;RUA GENERAL CARNEIRO;SÃO FRANCISCO;100;;MANAUS;AM;041050916;;;ADRIANA;ADRIANA@ATALIBAMECANICA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=00.525.528/0001-84">gts</a><br>; 
TSM 4313 FUCAPI FUND CENTRO DE ANALISE PESQ E INOV TECNOLOGICA;FUCAPI;04153540000166;69075-350;AV GOV DANILO M AREOSA;DISTRITO INDUSTRIAL I;381;;MANAUS;AM;ISENTO;(0092) 8122-0142;(0092) 9276-3547;MAFRA;ARCELIO.BRANCO@FUCAPI.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.153.540/0001-66">gts</a><br>; 
TSM 4316 ARRIS INDUSTRIA ELETRONICA DO BRASIL LTDA;ARRIS INDUSTRIA ELETRONICA DO BRASIL LTDA;09154836000115;69058-827;RUA ANHANDUÍ;FLORES;520;;MANAUS;AM;062005952;(0092)3305-1102;(0092)9256-3401;HAROLDO;HAROLDO.NASCIMENTO@COMMSCOPE.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=09.154.836/0001-15">gts</a><br>; 
TSM 4319 EDEC - ENGENHARIA CONSTRUCAO E COMERCIO LTDA;EDEC;00797098000150;69057-240;RUA VILA AMAZONAS;ADRIANÓPOLIS;53;;MANAUS;AM;ISENTA;(0092) 3648-1543;;;ENGENHARIA@EDEC.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=00.797.098/0001-50">gts</a><br>; 
TSM 4322 ONE HANDLING SYSTEM SERVICOS AUXILIARES LTDA - ME;ONE HANDLING SYSTEM;17141031000246;69043-000;AVENIDA SANTOS DUMONT;TARUMA;S/N;;MANAUS;AM;ISENTO;(0092) 3651-4896;;;MAO@AVIANCACARGO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=17.141.031/0002-46">gts</a><br>; 
TSM 4325 HELENILDA PEDROSO DE MORAIS - ME;CENTRO EDUCACIONAL MARIA HELENA;13967579000108;69094-510;RUA 69;CIDADE NOVA;14;;MANAUS;AM;;(0092) 3084-6264;(0092) 9344-6696;ROBERTO;ROBERTOBARROS70@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=13.967.579/0001-08">gts</a><br>; 
TSM 4328 DANIELLE ALBANO PECANHA;NUTRICAO E SAUDE - GOOD FOOD;07315748000122;69025-140;RUA DARCY MICHILES;CENTRO;250;;MANAUS;AM;ISENTO;(0092) 9317-1616;;RODRIGO;GOODFOODMAUAS@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.315.748/0001-22">gts</a><br>; 
TSM 4331 JOSE DE JESUS FERREIRA DOS SANTOS - ME;VIA CABOS;09259249000190;69082-170;RUA JOÃO WALTER;COROADO;15;;MANAUS;AM;ISENTO;(0092) 9254-1921;;;VIACABOS.VIACABOS@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=09.259.249/0001-90">gts</a><br>; 
TSM 4334 AGROPECUARIA JAYORO LTDA;AGROPECUARIA JAYORO LTDA;05827977000109;69735-000;EST BR 174;;SN;;PRESIDENTE FIGUEIREDO;AM;063000008;(0092) 2121-1200;;WILLIAM;WILLIAN-COMPRAS@JAYORO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.827.977/0001-09">gts</a><br>; 
TSM 4337 MINISTERIO DA JUSTICA;SUPERINTENCIA REGIONAL DO DPF NO AMAZONAS;00394494002180;69042-470;AVENIDA DOMINGOS JORGE VELHO;DOM PEDRO;SN;;MANAUS;AM;ISENTO;;;;JUCELINO.JCO@DPF.GOV.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=00.394.494/0021-80">gts</a><br>; 
TSM 4340 CHILETECNICA - CLIMATIZACAO LTDA - ME;CHILETECNICA - CONSTRUCOES E REFRIGERACAO;08992137000181;69054-700;AVENIDA TANCREDO NEVES;PARQUE 10 DE NOVEMBRO;09;QD 1 PQ SH;MANAUS;AM;04221922-1;(0092) 3236-2187;;SIBELE;RH@CHILETECNICA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=08.992.137/0001-81">gts</a><br>; 
TSM 4343 IBED - EDUCACAO INFANTIL LTDA - ME;IBED - INSTITUTO BATISTA DE EDUCACAO DEBORA;16628659000127;69063-690;RUA QUINZE DE NOVEMBRO;PETRÓPOLIS;500;;MANAUS;AM;;(0092) 9160-6933;(0092) 3663-0818;HORCICLEY;HERALDO_PINHEIRO@YAHOO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=16.628.659/0001-27">gts</a><br>; 
TSM 4346 NAC COMERCIO DE VIDROS E FERRAGENS LTDA - ME;NIL VIDROS;11621496000137;69030-665;AVENIDA BRASIL;VILA DA PRATA;3295;;MANAUS;AM;04226565-7;(0092) 3307-8454;;NILZA;NILZA.RIBEIRO@VIDROS.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.621.496/0001-37">gts</a><br>; 
TSM 4349 AZUELOS E GOMES LTDA - EPP;AZUELOS SERVIÇOS;20873520000116;69028-120;RUA FORMOSA;FLORES;43;;MANAUS;AM;;;;;AZUELOSSERVICOS@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=20.873.520/0001-16">gts</a><br>; 
TSM 4352 JF SERVICOS DE ALIMENTAÇÃO LTDA - ME;PIZZARIA LATORRE;08691961000100;69079-265;AVENIDA PARAÍBA;SÃO FRANCISCO;300;;MANAUS;AM;;(0092) 8248-6796;;ANTONIO;ISANA@IG.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=08.691.961/0001-00">gts</a><br>; 
TSM 4355 CONDOMINIO RESIDENCIAL GREEN VILLE;CONDOMINIO RESIDENCIAL GREEN VILLE;13015431000173;69054-733;RUA MOZART GUARNIERI;PARQUE 10 DE NOVEMBRO;760;;MANAUS;AM;ISENTO;(0092) 3214-5423;;CARLA;FINANCEIROGOLD@YAHOO.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=13.015.431/0001-73">gts</a><br>; 
TSM 4358 QUALITECH INDUSTRIA COMERCIO E REPRESENTACOES LTDA;QUALITECH IND COM REP;04104523000139;69075-351;AVENIDA GOVERNADOR DANILO AREOSA;DISTRITO INDUSTRIAL I;51;A;MANAUS;AM;07001190-7;(0092) 2126-7875;;RAY;COMPRAS@QUALITECH-AM.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.104.523/0001-39">gts</a><br>; 
TSM 4361 IGREJA UNIVERSAL DO REINO DE DEUS;IGREJA UNIVERSAL;29744778157096;69050-000;AVENIDA CONSTANTINO NERY;SÃO GERALDO;1515;;MANAUS;AM;;(0092) 9152-4275;;CLEBER;PRCLEBERSILVA8@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=29.744.778/1570-96">gts</a><br>; 
TSM 4364 TRANSIRE FABRICACAO DE COMPONENTES ELETRONICOS LTDA;TRANSIRE MANAUS;21785364000102;69075-010;AVENIDA ABIURANA;DISTRITO INDUSTRIAL I;450;BL A;MANAUS;AM;062010930;(0119) 6770-9228;(0092) 9346-9537;LEONARD;FINANCEIRO@PAXBR.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=21.785.364/0001-02">gts</a><br>; 
TSM 4367 W.M. INDUSTRIA COMERCIO E SERVICOS DE PECAS LTDA - EPP;WALTER JUNIOR;07319543000115;69075-200;AVENIDA SOLIMÕES;DISTRITO INDUSTRIAL I - MAUAZINHO;2757;LT. JD MAU;MANAUS;AM;04214858-8;(0092) 3611-0481;;OSENILDO;OSENILDO@WOJ.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.319.543/0001-15">gts</a><br>; 
TSM 4370 J C S DE ALMEIDA PRODUTOS PARA ANIMAIS;ALMEIDA DISTRIBUIDORA;05629425000188;69017-100;AVENIDA MULATEIRO;SANTA ETELVINA;1069;;MANAUS;AM;042092000;;;LUCIA;OPERACIONAL_ALMEIDA@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.629.425/0001-88">gts</a><br>; 
TSM 4373 R. W. CONDICIONAMENTO FISICO LTDA;ACADEMIA MUNICIPAL;13769228000192;69048-010;AVENIDA TORQUATO TAPAJÓS;PAZ;361;CLUB MUNIC;MANAUS;AM;;(0092) 910-88872;;LUANE;ACADEMIAMUNI2011@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=13.769.228/0001-92">gts</a><br>; 
TSM 4376 FUNDACAO AMAZONAS SUSTENTAVEL - FAS;FUNDACAO AMAZONAS SUSTENTAVEL - FAS;09351359000188;69055-660;RUA ÁLVARO BRAGA;PARQUE 10 DE NOVEMBRO;351;;MANAUS;AM;;(0092) 4009-8900;(0092) 8159-1012;EDGAR;TI@FAS-AMAZONAS.ORG;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=09.351.359/0001-88">gts</a><br>; 
TSM 4379 J F RESTAURANTE E PIZZARIA LTDA - EPP;CANTINA GHIOTTO;05935488000162;69054-700;AVENIDA TANCREDO NEVES;PARQUE 10 DE NOVEMBRO;31;;MANAUS;AM;;(0092) 3236-8273;(0092) 9363-1918;MARIA;FABIO@CANTINAGHIOTTO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.935.488/0001-62">gts</a><br>; 
TSM 4382 AMAZON ACO INSDUSTRIA E COMERCIO LTDA;AMAZON ACO;05477207000175;69009-000;AVENIDA PURAQUEQUARA;PURAQUEQUARA;5328;;MANAUS;AM;063000016;(0092) 2123-9898;(0092) 2129-9898;CONDIANY;AMAZONACO@AMAZONACO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.477.207/0001-75">gts</a><br>; 
TSM 4385 D & L SERVICOS DE APOIO ADMINISTRATIVO LTDA;D & L SERVICOS;09172237000124;60130-110;RUA LÍVIO BARRETO;JOAQUIM TÁVORA;528;;FORTALEZA;CE;ISENTO;(0085) 9988-0238;(0085) 9710-1444;CLEBER;COMPRAS@DELSERVICOS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=09.172.237/0001-24">gts</a><br>; 
TSM 4388 L SANTOS DE SOUSA COMERCIO DE ALIMENTOS LTDA - ME;DISTRIBUIDORA OMAR;05753246000158;69088-550;TRAVESSA DAS SÁLVIAS;JORGE TEIXEIRA;6;;MANAUS;AM;042101824;(0092) 3639-7786;(0092) 3681-2127;DJALMA;FINANCEIRO@DISTRIBUIDORAOMAR.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.753.246/0001-58">gts</a><br>; 
TSM 4391 F M RODRIGUES & CIA LTDA;FILIAL 2;48893226001167;69057-060;RUA BELO HORIZONTE;ADRIANÓPOLIS;863;;MANAUS;AM;05363511-6;(0092) 2129-4800;;KETLEN;SUPRIMENTOS@MANAUSLUZ.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=48.893.226/0011-67">gts</a><br>; 
TSM 4394 JULIO ANDRADE SERVICOS E COMERCIO ODONTOLOGICOS LTDA;INSTITUTO ODONTOLOGICO JULION ANDRADE;08016691000123;69020-230;RUA LAURO CAVALCANTE;CENTRO;06;;MANAUS;AM;ISENTO;(0092) 3233-6670;;SUELEN;IOJA_AM@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=08.016.691/0001-23">gts</a><br>; 
TSM 4397 COLEGIO MILITAR DE MANAUS;COLEGIO MILITAR DE MANAUS;10298174000136;69010-070;RUA JOSÉ CLEMENTE;CENTRO;157;;MANAUS;AM;;(0092) 3633-3555;(0092) 3233-9019;VANESSA;ANTONIOFERREIRA86@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=10.298.174/0001-36">gts</a><br>; 
TSM 4400 BARBOSA REPAROS NAVAIS EIRELI;BARBOSA REPAROS NAVAIS;04789232000121;69027-240;AV. PADRE AGOSTINHO CABALLEIRO MARTIM;SÃO RAIMUNDO;75;;MANAUS;AM;;(0092) 9999-9771;(0092) 9840-92666;FERNANDO;FERNANDOBARROSO@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.789.232/0001-21">gts</a><br>; 
TSM 4403 SUPER TERMINAIS COMERCIO E INDUSTRIA LTDA;SUPER TERMINAIS;04335535000255;69074-190;RUA PONTA GROSSA;COLÔNIA OLIVEIRA MACHADO;256;;MANAUS;AM;04128410-0;(0092) 3623-3784;(0092) 3629-3222;LUANA;CENTRALCOMPRAS@SUPERTERMINAIS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.335.535/0002-55">gts</a><br>; 
