razao_social;nome_fantasia;cnpj_cpf;cep;endereco;bairro;numero;complemento;cidade;estado;inscricao_estadual;telefone;celular;contato;email;observacao;site
TSB 7750 SET LININGS PARA MONTAGEM INDUSTRIAL EIRELI;SET LININGS PARA;25461912000191;68.447-000;RUA GERMANO ARANHA;VILA DOS CABANOS;36;QUADRA270;BARCARENA;PA;;(91)99379-4505;;;D.FERREIRA@SETLININGS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=25.461.912/0001-91">gts</a><br>; 
TSB 7753 MIA CUCINA COMERCIO DE ALIMENTOS LTDA - ME;MIA CUCINA ROTISSERIA;28354593000103;66055-190;TV DOM ROMUALDO COELHO;UMARIZAL;609;;BELÉM;PA;;;;;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.354.593/0001-03">gts</a><br>; 
TSB 7754 A & D EDUCACAO PROFISSIONAL E RECURSOS HUMANOS S/S LTDA - ME;ESCOLA DE PROFISSOES BELEM MARAMBAIA;13459749000224;66.615-860;AV PEDRO ALVARES CABRAL;MARAMBAIA;1273;PASSAGEM;;PA;;;;;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=13.459.749/0002-24">gts</a><br>; 
TSB 7757 AGROPALMA S/A;AGROPALMA;04102265000402;66.825-000;ROD ARTHUR BERNARDES;TAPANA;5555;AREA B1;;PA;15.181.761-8;99121-2577;;FLAVIO;FLAVIO_FERREIRA@AGROPLAMA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.102.265/0004-02">gts</a><br>; 
TSB 7760 PRESERVA MADEIRA E REPRESENTACAO LTDA;PRESERVA MADEIRA;04546679000170;66.813-250;EST VELHA DO OUTEIRO GALPAO 002 - PATIO 02;CAMPINA DE ICOARACI (ICOARACI);2275;;BELÉM;PA;15.219.161-5;4008-1903;;LARISSA;GPESSOAL@PROMAPMADEIRAS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.546.679/0001-70">gts</a><br>; 
TSB 7763 TOP CALCADOS LTDA - EPP;TOP CALCADOS;17340330000129;66.635-350;R SIDERAL QUADRA 1 ANEXO GALPAO A;PARQUE VERDE;26;;BELÉM;PA;15.394.758-6;3231-2449;3248-5541;FERNANDA;FINANCEIRO@GRUPOTOPMARCAS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=17.340.330/0001-29">gts</a><br>; 
TSB 7766 COMERCIAL PARAENSE DE MOVEIS E ELETRO LTDA - EPP;AVISTAO;05026067000119;66.015-000;TV. PADRE EUTIQUIO;COMERCIO;385;PROXIMO MANOEL BARAT;BELÉM;PA;15.125.330-7;(0091)3212-9417;;MIGUEL;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.026.067/0001-19">gts</a><br>; 
TSB 7769 EMISSORAS RADIO MARAJOARA LTDA - EPP;********;04737383000136;66.015-090;TR CAMPOS SALES;COMERCIO;370;;BELÉM;PA;15.097.347-0;(0091)3212-9417;;MIGUEL;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.737.383/0001-36">gts</a><br>; 
TSB 7772 NORDISK TIMBER EIRELI;NORDISK TIMBER;04990321000131;66.815-140;ESTRADA DA MARACACUERA;MARACACUERA (ICOARAC;S/N;KM 05  LOTE 3;BELÉM;PA;15.108.780-6;;;FRANCI FARIAS;FATURAMENTO02@NORDISK.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.990.321/0001-31">gts</a><br>; 
TSB 7775 BARATA TRANSPORTES LTDA - ME;BARATA TRANSPORTES;03531376000110;67.033-310;R MARECHAL ZACARIAS ASSUNCAO;DISTRITO INDUSTRIAL;S/N;;ANANINDEUA;PA;15.208.394-2;(0091)98031-4068;;TATIANA;BARATATRANSPORTESDP@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.531.376/0001-10">gts</a><br>; 
TSB 7778 CLUBE DO REMO;********;04887097000157;66.035-170;AV NAZARE;NAZARE;962;;BELÉM;PA;15.069.778-3;(91)98426-3030;;JHON;JOHNLVASCONCELOS@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.887.097/0001-57">gts</a><br>; 
TSB 7781 DOMESTILAR LTDA;DOMESTILAR;00310506000105;68902-905;RUA BARÃO DE MAUÁ;BURITIZAL;1790;;MACAPÁ;AP;03.016705-7;(0096)3198-1500;8631;MAURICIO;MAURICIO@DOMESTILAR.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=00.310.506/0001-05">gts</a><br>; 
TSB 7784 LIDER COMERCIO E INDUSTRIA LTDA;LIDER;05054671000230;66040-020;AVENIDA ALCINDO CACELA;NAZARÉ;2177;;BELÉM;PA;15.094.347-4;(91)4008-1351;4008-1443;;NFE@LIDERNET.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.054.671/0002-30">gts</a><br>; 
TSB 7787 ESPACO COMERCIO E SERVICOS LTDA - ME;ESPACO COMERCIAL;04901141000136;67.113-970;ROD BR 316  KM 4;COQUEIRO;4500;LOJA  107 AB;ANANINDEUA;PA;15.222.888-8;(0091)98147-9828;;MIGUEL;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.901.141/0001-36">gts</a><br>; 
TSB 7790 K W M DE OLIVEIRA  COMERCIO E REPRESENTACOES - ME;COLISEUPUB;18414711000178;66.615-005;AV TAVARES BASTOS;MARAMBAIA;1400;;BELÉM;PA;15.487.027-7;(0091)99168-5075;;KASSIO;KWENGENHARIA@OUTLOOK.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=18.414.711/0001-78">gts</a><br>; 
TSB 7793 NORTE GLASS TEMPER LTDA;NORTE GLASS TEMPER;28900718000153;66645-010;AL MOCA BONITA;CASTANHEIRA;112;A;BELÉM;PA;15.581.467-2;(0091)3282-4644;(0091)98118-7630;MADALENA;GEOVANAFINANCEIRO@OUTLOOK.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.900.718/0001-53">gts</a><br>; 
TSB 7796 RCF ADMINISTRADORA DE IMOVEIS LTDA;********;06957217000170;66.063-390;TR TRES DE MAIO;SAO BRAS;1030;SALA -01;;PA;;(0091)98111-3483;;ROGELIO FERNANDES;ROGELIO278@TERRA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=06.957.217/0001-70">gts</a><br>; 
TSB 7799 I F ADMINISTRADORA DE IMOVEIS LTDA;I F ADMINISTRADORA;09072358000102;66.063-240;AV GOVERNADOR MAGALHAES BARATA;SAO BRAS;695;ED. TROPICAL CENTER;;PA;;(0091)98111-3483;;ROGERIO FERNANDES;ROGELIO278@TERRA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=09.072.358/0001-02">gts</a><br>; 
TSB 7805 P.N.SOUZA - ME;ALIANCA PROMOTORA;27337746000141;67.133-290;TV WE 46;CIDADE NOVA;591;LOJA  B;ANANINDEUA;PA;15.557.721-2;(0091)99180-2878;;DEISE;DEISE.SILVA@ALIANCACRED.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=27.337.746/0001-41">gts</a><br>; 
TSB 7808 UNIHEALTH LOGISTICA LTDA;UNHEALTH LOGISTICA HOSPITALAR E SISTEMAS DE SAUDE;07312223000214;67.200-970;ROD BR 316 KM 10;URIBOCA;3651;;MARITUBA;PA;;(91)3255-9735;(91)99265-1643;;EDSON.JUNIOR@UNIHEALTH.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.312.223/0002-14">gts</a><br>; 
TSB 7811 K. Y. BIGATAO GARCIA - ME;YASSUO;27137754000144;68.447-000;R ONZE DE AGOSTO;VILA DOS CABANOS;SN;QUADRA 339;BARCARENA;PA;;(91)3754-2439;;;CONTATO@YASSUO.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=27.137.754/0001-44">gts</a><br>; 
TSB 7812 W X L QUEEN LTDA - EPP;LUMBER QUEENS;24638754000130;68.795-000;AV MARTINHO MONTEIRO;MURINIM;18-C;;BENEVIDES;PA;15.522.336-4;(91)99240-8454;(91)3017-5565;RENAN;ADM@LUMBERQUEENS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=24.638.754/0001-30">gts</a><br>; 
TSB 7815 RIBEIRO & TELO ALIMENTOS LTDA;RIBEIRO & TELO;09217561000464;66617-420;AVENIDA JULIO CESAR;VAL DE CAES;S/N;;BELÉM;PA;15.293.936-9;;;;ADM.DELTA.BEL@IGTALIMENTOS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=09.217.561/0004-64">gts</a><br>; 
TSB 7818 EGUATCHE RESTAURANTE E BAR LTDA - ME;EGUATCHE RESTAURANTE E BAR;17656345000109;66.620-120;AV SANTAREM;MARAMBAIA;660;;BELÉM;PA;15.400.904-00;(0091)98151-4471;;OTAVIO;EGUATCHE@OUTLOOK.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=17.656.345/0001-09">gts</a><br>; 
TSB 7821 TREVO COMERCIO DE FERRAGENS LTDA;TREVO FERRO E ACO;26266782000107;68.790-000;ROD BR 316 KM 38;PICARREIRA;SN;;SANTA ISABEL DO PARÁ;PA;15.538.732-4;(00)99147-4473;(91)98147-4473;EDSON;TREVOFERROEACO@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=26.266.782/0001-07">gts</a><br>; 
TSB 7824 CED - CENTRO EDUCACIONAL DIMENSAO LTDA - ME;MUNDO INFANTIL;05509225000191;68.515-000;R SANTA MARTA,;DA PAZ;55;QD. 35 LT. 07;PARAUAPEBAS;PA;;(0094)3356-1328;(0094)98103-0166;FRANCISCO;FNUNES.ALMEIDAPBS@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.509.225/0001-91">gts</a><br>; 
TSB 7827 INDESC - INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E CULTURAL;BOM PRATO GRAJAU;07393987000524;13201-002;RUA MARECHAL DEODORO DA FONSECA;CENTRO;964;;JUNDIAÍ;SP;;(11)2136-6520;;;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.393.987/0005-24">gts</a><br>; 
TSB 7830 AMO- ASSISTENCIA MEDICA S/S LTDA;AMO-ASSISTENCIA MEDICA E ODONTOLOGICA S/C. LTDA.;03644394000109;66.055-490;TV 14 DE MARCO;NAZARE;1279;;BELÉM;PA;;(91)3241-9244;(91)98712-0714;MONICA HABER;ATENDIMENTO@CENTRONASCER.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.644.394/0001-09">gts</a><br>; 
TSB 7833 J N TERRAPLENAGEM LTDA;J N TRANSPORTES;07410734000198;68.680-000;ROD PA 140;INTERIOR;S/N;KM 08;TOMÉ-AÇU;PA;15.246.100-0;3727-1294;99112-5036;MARIANE;RH@JNTRANSPORTES.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.410.734/0001-98">gts</a><br>; 
TSB 7836 INOXBEL - INDUSTRIA COMERCIO E SERVICOS DE ARTEFATOS DE I - ME;INOXBEL;01781528000108;67.113-330;ROD MARIO COVAS;COQUEIRO;656 A;;ANANINDEUA;PA;15.192.730-8;(91)3235-1527;(91)98162-1773;ROZANE MENEZES;INOXBEL@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=01.781.528/0001-08">gts</a><br>; 
TSB 7839 POSTO DE MOLAS SANTO ANTONIO LTDA - ME;POSTO DE MOLAS SANTO ANTONIO;15407292000159;68.795-000;TV MASAELI YAG- RODOVIA BR 316 KM 27;MAGUARI;20;LOTE  MARROCOS;BENEVIDES;PA;15.369.190-5;(0091)3724-2735;(0091)98209-7233;SR. TORRES;PMSTOANTONIO@HOTMIAL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=15.407.292/0001-59">gts</a><br>; 
TSB 7842 EMPORIUM BELEM COMERCIO DE ALIMENTOS E SERVICOS LTDA - ME;EMPORIUM BELEM;28250963000162;66.055-080;R BERNAL DO COUTO;UMARIZAL;38A;;;PA;;98856-4808;;EDUARDO;CONTATO@EMPORIUMBELEM.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.250.963/0001-62">gts</a><br>; 
TSB 7845 I PUBLICIDADE S/S LTDA - EPP;I NOVA COMUNICACAO;06030948000176;66050-160;AV. GENERALISSIMO DEODORO;REDUTO;763;;BELÉM;PA;ISENTO;(0091)3230-4896;;WILL/AMANDA;FINANCEIRO@INOVACOMUNICACAO.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=06.030.948/0001-76">gts</a><br>; 
TSB 7848 MUNICIPIO DE ANHUMAS;MUNICIPIO DE ANHUMAS;44853331000140;19.580-000;R DOMINGOS FERREIRA DE MEDEIROS;CENTRO;496;PREFEITURA;ANHUMAS;SP;;;;;COMPRASANHUMAS@TOTALVIA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=44.853.331/0001-40">gts</a><br>; 
TSB 7851 AGI BRASIL INDUSTRIA E COMERCIO S.A.;AGI BRASIL INDUSTRIA E COMERCIO S.A.;58764309000138;19882-000;ROD. RAPOSO TAVARES SP 270, KM 431 - DISTR. NOVA ALEXANDRIA;ZONA RURAL;S/N;KM 431;CÂNDIDO MOTA;SP;189.042.144-114;(18)3341-9800;;;VANESSA.SILVEIRA@AGIBRASIL.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=58.764.309/0001-38">gts</a><br>; 
TSB 7854 DIN COMERCIO E SERVICOS EIRELI - EPP;INFINITE SERVICES;26592902000310;66.053-040;TV BENJAMIM CONSTANT;REDUTO;300;SALA  205 A 206;BELÉM;PA;15.551.133-5;(0091)98412-6732;;PRICILA;PRICILA.ALVES@DINSERVICOS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=26.592.902/0003-10">gts</a><br>; 
TSB 7857 J. Q. F. ALENCAR - ME;BOI NOVO CHURRASCARIA;11916725000140;66093-674;AV VINTE E CINCO DE SETEMBRO;MARCO;1909;;BELÉM;PA;15.302.277-9;(91)98290-3768;;GABRIEL;BOINOVOCHURRASCARIAPA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=11.916.725/0001-40">gts</a><br>; 
TSB 7860 SOCIEDADE CIVIL INTEGRADA MADRE CELESTE LTDA;ESCOLA DE 1 GRAU MADRE CELESTE;63887756000203;66.820-000;ROD AUGUSTO MONTENEGRO;ICOARACI;02;CJ TAPAJOS CANDEIAS;BELÉM;PA;ISENTO;(0091)3248-2700;;EMILIA;EMILIA_EDUC@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=63.887.756/0002-03">gts</a><br>; 
TSB 7863 RISHON EVENTOS ESPORTIVOS EIRELI - ME;RISHON;24374330000105;68.745-000;AV PRESIDENTE GETULIO VARGAS;IANETAMA;3105;;CASTANHAL;PA;15.518.146-7;(0091)3711-2513;(0091)99221-5251;JOICE SANTOS;JOISECLEINE@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=24.374.330/0001-05">gts</a><br>; 
TSB 7866 NOGUEIRA E CRAVO ACADEMIA DE GINASTICA LTDA - EPP;ESPACO FITNESS - MARIO COVAS;07873953000103;67.115-000;ROD MARIO COVAS;COQUEIRO;01;PARQUE DOS COQUEIROS;ANANINDEUA;PA;;;;;ACADEMIA_ESPACOFITNESS@OUTLOOK.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.873.953/0001-03">gts</a><br>; 
TSB 7869 TRANSTERRA LOGISTICA E EMPREENDIMENTOS LTDA;TRANSTERRA;19254583000296;68447-000;ROD PA 483 KM 17;VILA MURUCUPI;S/N;;BARCARENA;PA;15.526.854-6;(0091)3118-8216;(0091)3242-6268;CESAR;G.O@TRANSTERRAEMP.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=19.254.583/0002-96">gts</a><br>; 
TSB 7872 M&M MATERIAIS DE CONSTRUCAO LTDA - ME;MILANO MATERIAIS DE CONSTRUCAO;28718805000194;66.033-420;AV ROBERTO CAMELIER;JURUNAS;636;;BELÉM;PA;15.578.648-2;3222-2222;;MAURO;MAUROGRODRIGUES@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.718.805/0001-94">gts</a><br>; 
TSB 7875 ALMEIDA FAST FOOD LTDA - EPP;SUBWAY;21372000000192;66.613-150;AV PEDRO ALVARES CABRAL;SOUZA;S/N;TERREO;BELÉM;PA;;;(91)99167-1180;;ANSELMOAT@YAHOO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=21.372.000/0001-92">gts</a><br>; 
TSB 7876 NORTE SERVICOS E LOCACAO LTDA - EPP;VARRA;83835710000169;66063-060;AV CONSELHEIRO FURTADO;CREMACAO;2796;ALTOS;BELÉM;PA;;;;;VARRA@OI.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.835.710/0001-69">gts</a><br>; 
TSB 7879 AGG AMBIENTAL E SERVICOS TECNICOS EIRELI;AGG AMBIENTAL;28619444000129;68.798-000;EST CAICAUA;DISTRITO INDUSTRIAL;S/N;KM    05;SANTA BÁRBARA DO PARÁ;PA;15.558.258-9;;;SORAIA DA CONCEIÇÃO;SORAIA.VALE@AGREGUE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.619.444/0001-29">gts</a><br>; 
TSB 7882 NOPRAGAS CONTROLE AMBIENTAL LTDA;NOPRAGAS CONTROLE AMBIENTAL;05972711000141;66085-170;TV. MARIZ E BARROS;PEDREIRA;1678;;BELÉM;PA;15.235.164-7;(0091)3226-9231;(0091)99907-5370;JOSIAS MESQUITA;NOPRAGAS@NOPRAGAS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.972.711/0001-41">gts</a><br>; 
TSB 7885 H. C. S. AMARAL EIRELI - ME;BUFFET E DELIVERY;16716176000184;66.055-080;R BERNAL DO COUTO;UMARIZAL;246;TERREO;;PA;;(91)3224-3343;(91)98354-3854;RUTH ELENA;CHURRASCARIAPICANHAECIA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=16.716.176/0001-84">gts</a><br>; 
TSB 7888 MAOTAI DELIVERY BELEM LTDA;MAOTAI DELIVERY BELEM;28236133000180;66.053-240;TV QUINTINO BOCAIUVA;REDUTO;800;;BELÉM;PA;;(91)3230-4744;(91)98405-9522;;RHBELEM@GRUPODEM.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.236.133/0001-80">gts</a><br>; 
TSB 7889 PANIFICADORA CONFEITARIA E RESTAURANTE PANNETO LTDA - EPP;PANNETO;28932141000161;66.670-310;AV PENTECOSTAL;COQUEIRO;21;;BELÉM;PA;15.581.861-9;(0091)98871-7441;(0091)98391-0559;ANDRE/JAQUELINE;ANDRELUISSANTOSLIMA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.932.141/0001-61">gts</a><br>; 
TSB 7895 CRIATIVA TECNOLOGIA E INFORMATICA LTDA;CRIATIVA;22966329000144;66.093-340;TRV TIMBO;MARCO;2415;APT 207 E;BELÉM;PA;15-140856-4;(00)3347-8347;;;HELENACRIATIVA@YAHOO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.966.329/0001-44">gts</a><br>; 
TSB 7898 INNOVA TELECOMUNICACOES E CONSTRUCOES LTDA;INNOVA TELECOM;21544014000146;67.110-040;AV TROPICAL;GUANABARA;4;COND  JARDIM TROPICA;ANANINDEUA;PA;15.471.493-3;;;DIANA;IVANA.LEAL@INNOVAPA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=21.544.014/0001-46">gts</a><br>; 
TSB 7901 R R DE REZENDE;EQUIPE CLUB ASSESSORIA & INFORMATICA;04387721000157;18740-000;R MARECHAL FLORIANO PEIXOTO;CENTRO;267;;TAQUARITUBA;SP;;(14)3762-3092;(14)99834-7963;;SUPORTE@EQUIPECLUB.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.387.721/0001-57">gts</a><br>; 
TSB 7904 C P XAVIER E CIA LTDA;LEADER PRINT;09198968000149;66.073-000;R DOS MUNDURUCUS;GUAMA;3821;;BELÉM;PA;;98851-6068;;CRISTIANO;LEADER.SERVICOS@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=09.198.968/0001-49">gts</a><br>; 
TSB 7907 FERRO LOG TRANSPORTES DE CARGAS E DESCARGAS EIRELI;FERRO LOG TRANSPORTES;12560161000119;66.816-030;PSG JOHN ENGELHARD;PRATINHA (ICOARACI);195;TERREO;BELÉM;PA;15.312.991-3;(91)3366-7000;;;DP@PARAFERRO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=12.560.161/0001-19">gts</a><br>; 
TSB 7910 AGG SERVICOS SANTA BARBARA EIRELI;AGG SERVICOS;28618473000176;68.798-000;EST CAICAUA;DISTRITO INDUSTRIAL;S/N;KM    05;SANTA BÁRBARA DO PARÁ;PA;ISENTO;(0091)98745-9101;;ELISANGELA;ELISANGELA.FERREIRA@AGREGUE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=28.618.473/0001-76">gts</a><br>; 
TSB 7913 F & F TOPOGRAFIA E ENGENHARIA LTDA;F & F TOPOGRAFIA E ENGENHARIA LTDA;04301050000160;67033-660;CJ GERALDO PALMEIRA QUADRA 30;ÁGUAS BRANCAS;02;SALA 02;ANANINDEUA;PA;15.217.164-9;(91)98406-3017;;ALBEK;FF.TOPOGRAFIA@UOL.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.301.050/0001-60">gts</a><br>; 
TSB 7916 GRP MAQUINAS COMERCIO E SERVIÇOS EIRELI-EPP;GRP/PROMAQ;01653944000120;67.030-180;AVENIDA ZACARIAS DE ASSUNÇÃO;CENTRO;541;;ANANINDEUA;PA;;(91)99334-3133;(91)99175-5651;FABIANA;GMCC211@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=01.653.944/0001-20">gts</a><br>; 
TSB 7919 A. DE O. LIMA EIRELI;BISTRO & BOTECO;17058903000126;66.053-000;AV VISCONDE DE SOUZA FRANCO;REDUTO;776;;BELÉM;PA;153888695;(91)3230-2600;;CÍNTIA GONÇALVES;BOTECOBISTROBELEM@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=17.058.903/0001-26">gts</a><br>; 
TSB 7922 WIN CONSTRUTORA E INCORPORADORA LTDA;WIN CONSTRUTORA E INCORPORADORA;21399950000100;66055-210;RUA DOMINGOS MARREIROS, SALA 1305/C;UMARIZAL;49;;BELÉM;PA;15.493.607-3;(0091)3351-8060;;JOELSON;COMPRAS@MMFORMAS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=21.399.950/0001-00">gts</a><br>; 
TSB 7925 G S COELHO DA SILVA - ME;BELLA CITTA RECEPCOES;83854604000122;66350-080;RUA JERONIMO PIMENTEL;UMARIZAL;501;;BELÉM;PA;;(91)3085-5182;(91)8152-3430;;BELLACITTA501@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.854.604/0001-22">gts</a><br>; 
TSB 7926 CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE;ELETRONORTE;00357038001864;66630-505;AV ARTHUR BERNARDES PASS STELIO MAROJA;BARREIROS;2172;;BELÉM;PA;15.127.859-8;(91)3252-7544;(91)3252-7532;;NFE@ELETRONORTE.GOV.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=00.357.038/0018-64">gts</a><br>; 
TSB 7929 CONDOMINIO VIVER ANANINDEUA;VIVER ANANINDEUA;12202028000190;67.030-325;R CLAUDIO SANDERS;CENTRO;SN;;ANANINDEUA;PA;ISENTO;(0091)4008-8900;(0091)98405-2318;JOSIVAL;ADMINISTRACAO@VIVERANANINDEUA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=12.202.028/0001-90">gts</a><br>; 
TSB 7932 RECICLE SERVICOS DE LIMPEZA EIRELI;RECICLE AMBIENTAL;08272547000158;67.110-290;AV RICARDO BORGES;GUANABARA;1498;GALPAOA;ANANINDEUA;PA;;(91)3535-7907;(91)3235-0007;;SANDRA.GOES@RECICLESA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=08.272.547/0001-58">gts</a><br>; 
TSB 7933 INDUSTRIA E COMERCIO DE MADEIRAS MOJU LTDA;MADEIREIRA MOJU;16965503000131;68.450-000;ROD PA 150 KM 02;CONDOMINIO DE DESENV;S/N;;MOJU;PA;15.3870770;(0091)99269-8080;;ROSE;MADEIREIRAMOJU@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=16.965.503/0001-31">gts</a><br>; 
TSB 7936 ANDRE COSTA DA SILVA EIRELI;EMANUEL REPRESENTACOES;26147205000198;66.080-650;TV MAURITI;PEDREIRA;1141;SALA  101;BELÉM;PA;;3244-7116;;TIAGO;EMANUELREPRESENTACOESADM@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=26.147.205/0001-98">gts</a><br>; 
